index,workerId,trueClassLabel,predictClassLabel,predictedProb
38,185-249-每天一句话测试_1463737873----3718101,no,no,0.0
39,185-249-每天一句话测试_1463737873----2932690,no,no,0.0
40,185-249-每天一句话测试_1463737873----14857283,no,no,0.0
41,185-249-每天一句话测试_1463737873----16617673,no,no,0.0
42,185-249-每天一句话测试_1463737873----14355588,no,no,0.0
43,185-249-每天一句话测试_1463737873----14538221,no,no,0.0
44,185-249-每天一句话测试_1463737873----14495882,no,no,0.0
45,185-249-每天一句话测试_1463737873----16524115,no,no,0.0
46,185-249-每天一句话测试_1463737873----2362747,no,no,0.0
47,185-249-每天一句话测试_1463737873----6147269,no,no,0.0
48,185-249-每天一句话测试_1463737873----1297355,no,no,0.0
49,185-249-每天一句话测试_1463737873----14471438,no,no,0.0
50,185-249-每天一句话测试_1463737873----9589524,no,no,0.0
51,185-249-每天一句话测试_1463737873----15107218,no,no,0.02
52,185-249-每天一句话测试_1463737873----13911484,no,no,0.0
53,185-249-每天一句话测试_1463737873----1024763,no,no,0.0
54,185-249-每天一句话测试_1463737873----3318425,no,no,0.0
55,185-249-每天一句话测试_1463737873----15818337,no,no,0.0
56,185-249-每天一句话测试_1463737873----9643137,no,no,0.0
57,185-249-每天一句话测试_1463737873----16879147,no,no,0.0
58,185-249-每天一句话测试_1463737873----8195872,no,no,0.0
59,185-249-每天一句话测试_1463737873----10635683,no,no,0.0
60,185-249-每天一句话测试_1463737873----8666845,no,no,0.0
61,185-249-每天一句话测试_1463737873----16635095,no,no,0.0
62,185-249-每天一句话测试_1463737873----2089928,no,no,0.0
63,185-249-每天一句话测试_1463737873----2849269,no,no,0.0
64,185-249-每天一句话测试_1463737873----15313122,no,no,0.0
65,185-249-每天一句话测试_1463737873----16574846,no,no,0.01
66,185-249-每天一句话测试_1463737873----13913678,no,no,0.0
67,185-249-每天一句话测试_1463737873----13959438,no,no,0.0
68,185-249-每天一句话测试_1463737873----16742460,no,no,0.0
69,185-249-每天一句话测试_1463737873----6402670,no,no,0.0
70,185-249-每天一句话测试_1463737873----17340820,no,no,0.0
71,185-249-每天一句话测试_1463737873----5223229,no,no,0.0
72,185-249-每天一句话测试_1463737873----1379306,no,no,0.0
73,185-249-每天一句话测试_1463737873----3056875,no,no,0.0
74,185-249-每天一句话测试_1463737873----16577900,no,no,0.01
75,185-249-每天一句话测试_1463737873----16928610,no,no,0.0
76,185-249-每天一句话测试_1463737873----4600405,no,no,0.0
77,185-249-每天一句话测试_1463737873----13853055,no,no,0.0
78,185-249-每天一句话测试_1463737873----1415963,no,no,0.0
79,185-249-每天一句话测试_1463737873----9119522,no,no,0.0
80,185-249-每天一句话测试_1463737873----14309234,no,no,0.0
81,185-249-每天一句话测试_1463737873----17057392,no,no,0.0
82,185-249-每天一句话测试_1463737873----16858688,no,no,0.0
83,185-249-每天一句话测试_1463737873----14460791,no,no,0.0
84,185-249-每天一句话测试_1463737873----13910182,no,no,0.0
85,185-249-每天一句话测试_1463737873----13994622,no,no,0.02
86,185-249-每天一句话测试_1463737873----93838,no,no,0.0
87,185-249-每天一句话测试_1463737873----16550430,no,no,0.0
88,185-249-每天一句话测试_1463737873----16093616,no,no,0.0
89,185-249-每天一句话测试_1463737873----845255,no,no,0.0
90,185-249-每天一句话测试_1463737873----3469400,no,no,0.0
91,185-249-每天一句话测试_1463737873----16872961,no,no,0.0
92,185-249-每天一句话测试_1463737873----16586889,no,no,0.02
93,185-249-每天一句话测试_1463737873----1690421,no,no,0.02
94,185-249-每天一句话测试_1463737873----16847580,no,no,0.0
95,185-249-每天一句话测试_1463737873----2319072,no,no,0.0
96,185-249-每天一句话测试_1463737873----2673732,no,no,0.0
97,185-249-每天一句话测试_1463737873----1619566,no,no,0.0
98,185-249-每天一句话测试_1463737873----949464,no,no,0.0
99,185-249-每天一句话测试_1463737873----14430928,no,no,0.01
100,185-249-每天一句话测试_1463737873----16976741,no,no,0.0
101,185-249-每天一句话测试_1463737873----2612745,no,no,0.0
102,185-249-每天一句话测试_1463737873----16629621,no,no,0.0
103,185-249-每天一句话测试_1463737873----15362964,no,no,0.0
104,185-249-每天一句话测试_1463737873----17155400,no,no,0.0
105,185-249-每天一句话测试_1463737873----8654815,no,no,0.0
106,185-249-每天一句话测试_1463737873----7256674,no,no,0.0
107,185-249-每天一句话测试_1463737873----1346402,no,no,0.0
108,185-249-每天一句话测试_1463737873----7018782,no,no,0.0
109,185-249-每天一句话测试_1463737873----3468985,no,no,0.0
110,185-249-每天一句话测试_1463737873----1617391,no,no,0.0
111,185-249-每天一句话测试_1463737873----14335946,no,no,0.0
112,185-249-每天一句话测试_1463737873----539524,no,no,0.0
113,185-249-每天一句话测试_1463737873----14355531,no,no,0.0
114,185-249-每天一句话测试_1463737873----16696064,no,no,0.0
115,185-249-每天一句话测试_1463737873----21755,no,no,0.0
116,185-249-每天一句话测试_1463737873----3381715,no,no,0.02
117,185-249-每天一句话测试_1463737873----5213894,no,no,0.0
118,185-249-每天一句话测试_1463737873----15418232,no,no,0.0
119,185-249-每天一句话测试_1463737873----763232,no,no,0.0
120,185-249-每天一句话测试_1463737873----16623078,no,no,0.0
121,185-249-每天一句话测试_1463737873----14491498,no,no,0.0
122,185-249-每天一句话测试_1463737873----1203070,no,no,0.0
123,185-249-每天一句话测试_1463737873----14081521,no,no,0.0
124,185-249-每天一句话测试_1463737873----794827,no,no,0.0
125,185-249-每天一句话测试_1463737873----4299025,no,no,0.0
126,185-249-每天一句话测试_1463737873----17351919,no,no,0.0
127,185-249-每天一句话测试_1463737873----2069012,no,no,0.0
128,185-249-每天一句话测试_1463737873----15381229,no,no,0.0
129,185-249-每天一句话测试_1463737873----9258933,no,no,0.0
130,185-249-每天一句话测试_1463737873----16472811,no,no,0.0
131,185-249-每天一句话测试_1463737873----1766536,no,no,0.0
132,185-249-每天一句话测试_1463737873----14180078,no,no,0.0
133,185-249-每天一句话测试_1463737873----15058196,no,no,0.0
134,185-249-每天一句话测试_1463737873----1821075,no,no,0.0
135,185-249-每天一句话测试_1463737873----3572438,no,no,0.02
136,185-249-每天一句话测试_1463737873----16734882,no,no,0.0
137,185-249-每天一句话测试_1463737873----16626134,no,no,0.0
138,185-249-每天一句话测试_1463737873----1233708,no,no,0.03
139,185-249-每天一句话测试_1463737873----16650674,no,yes,0.77
140,185-249-每天一句话测试_1463737873----14118972,no,no,0.0
141,185-249-每天一句话测试_1463737873----15199331,no,no,0.01
142,185-249-每天一句话测试_1463737873----16572253,no,no,0.0
143,185-249-每天一句话测试_1463737873----14471897,no,no,0.0
144,185-249-每天一句话测试_1463737873----5136771,no,no,0.0
145,185-249-每天一句话测试_1463737873----1781349,no,no,0.0
146,185-249-每天一句话测试_1463737873----751243,no,no,0.0
147,185-249-每天一句话测试_1463737873----16617660,no,no,0.0
148,185-249-每天一句话测试_1463737873----16647037,no,no,0.0
149,185-249-每天一句话测试_1463737873----4829785,no,no,0.0
150,185-249-每天一句话测试_1463737873----4774900,no,no,0.02
151,185-249-每天一句话测试_1463737873----16620817,no,no,0.0
152,185-249-每天一句话测试_1463737873----1313097,no,no,0.0
153,185-249-每天一句话测试_1463737873----14468238,no,no,0.0
154,185-249-每天一句话测试_1463737873----1216393,no,no,0.07
155,185-249-每天一句话测试_1463737873----17012069,no,no,0.0
156,185-249-每天一句话测试_1463737873----15405391,no,no,0.0
157,185-249-每天一句话测试_1463737873----14466056,no,no,0.0
158,185-249-每天一句话测试_1463737873----3776413,no,no,0.02
159,185-249-每天一句话测试_1463737873----12439611,no,no,0.0
160,185-249-每天一句话测试_1463737873----13889431,no,no,0.0
161,185-249-每天一句话测试_1463737873----764538,no,no,0.0
162,185-249-每天一句话测试_1463737873----16623093,no,no,0.0
163,185-249-每天一句话测试_1463737873----763692,no,no,0.0
164,185-249-每天一句话测试_1463737873----14451814,no,no,0.0
165,185-249-每天一句话测试_1463737873----1746925,no,no,0.0
166,185-249-每天一句话测试_1463737873----1718481,no,no,0.0
167,185-249-每天一句话测试_1463737873----12150104,no,no,0.0
168,185-249-每天一句话测试_1463737873----16701970,no,no,0.0
169,185-249-每天一句话测试_1463737873----14867488,no,no,0.0
170,185-249-每天一句话测试_1463737873----3912413,no,no,0.0
171,185-249-每天一句话测试_1463737873----11796247,no,no,0.0
172,185-249-每天一句话测试_1463737873----3862988,no,no,0.06
173,185-249-每天一句话测试_1463737873----15346447,no,no,0.02
174,185-249-每天一句话测试_1463737873----14836742,no,no,0.0
175,185-249-每天一句话测试_1463737873----14834563,no,no,0.0
176,185-249-每天一句话测试_1463737873----14225003,no,no,0.0
177,185-249-每天一句话测试_1463737873----17294416,no,no,0.0
178,185-249-每天一句话测试_1463737873----14705398,no,no,0.0
179,185-249-每天一句话测试_1463737873----14335576,no,no,0.0
180,185-249-每天一句话测试_1463737873----13272024,no,no,0.0
181,185-249-每天一句话测试_1463737873----15956057,no,no,0.0
182,185-249-每天一句话测试_1463737873----767249,no,no,0.0
183,185-249-每天一句话测试_1463737873----14505385,no,no,0.0
184,185-249-每天一句话测试_1463737873----14509747,no,no,0.0
185,185-249-每天一句话测试_1463737873----88408,no,no,0.0
186,185-249-每天一句话测试_1463737873----14860843,no,no,0.0
187,185-249-每天一句话测试_1463737873----1488480,no,no,0.0
188,185-249-每天一句话测试_1463737873----14389752,no,no,0.0
189,185-249-每天一句话测试_1463737873----1583402,no,no,0.0
190,185-249-每天一句话测试_1463737873----13973795,no,no,0.0
191,185-249-每天一句话测试_1463737873----1232433,no,no,0.01
192,185-249-每天一句话测试_1463737873----15405731,no,no,0.0
193,185-249-每天一句话测试_1463737873----17098320,no,no,0.0
194,185-249-每天一句话测试_1463737873----17227136,no,no,0.0
195,185-249-每天一句话测试_1463737873----3068009,no,no,0.0
196,185-249-每天一句话测试_1463737873----4932342,no,no,0.0
197,185-249-每天一句话测试_1463737873----14200616,no,no,0.02
198,185-249-每天一句话测试_1463737873----16623024,no,no,0.0
199,185-249-每天一句话测试_1463737873----17270460,no,no,0.0
200,185-249-每天一句话测试_1463737873----17215149,no,no,0.01
201,185-249-每天一句话测试_1463737873----13925256,no,no,0.0
202,185-249-每天一句话测试_1463737873----1077214,no,no,0.0
203,185-249-每天一句话测试_1463737873----3758626,no,no,0.0
204,185-249-每天一句话测试_1463737873----14087265,no,no,0.0
205,185-249-每天一句话测试_1463737873----2307950,no,no,0.0
206,185-249-每天一句话测试_1463737873----14984680,no,no,0.0
207,185-249-每天一句话测试_1463737873----13403010,no,no,0.0
208,185-249-每天一句话测试_1463737873----15437332,no,no,0.0
209,185-249-每天一句话测试_1463737873----11595708,no,no,0.0
210,185-249-每天一句话测试_1463737873----16856879,no,no,0.0
211,185-249-每天一句话测试_1463737873----9210937,no,no,0.01
212,185-249-每天一句话测试_1463737873----16622183,no,no,0.02
213,185-249-每天一句话测试_1463737873----11333447,no,no,0.0
214,185-249-每天一句话测试_1463737873----15429718,no,no,0.0
215,185-249-每天一句话测试_1463737873----14325754,no,no,0.0
216,185-249-每天一句话测试_1463737873----16859941,no,no,0.0
217,185-249-每天一句话测试_1463737873----2966842,no,no,0.0
218,185-249-每天一句话测试_1463737873----5294068,no,no,0.0
219,185-249-每天一句话测试_1463737873----4933660,no,no,0.0
220,185-249-每天一句话测试_1463737873----2988631,no,no,0.0
221,185-249-每天一句话测试_1463737873----14297993,no,no,0.0
222,185-249-每天一句话测试_1463737873----14671513,no,no,0.0
223,185-249-每天一句话测试_1463737873----16880504,no,no,0.01
224,185-249-每天一句话测试_1463737873----14669672,no,no,0.0
225,185-249-每天一句话测试_1463737873----2028945,no,no,0.02
226,185-249-每天一句话测试_1463737873----14184870,no,no,0.0
227,185-249-每天一句话测试_1463737873----16739213,no,no,0.0
228,185-249-每天一句话测试_1463737873----55983,no,no,0.0
229,185-249-每天一句话测试_1463737873----14451440,no,no,0.0
230,185-249-每天一句话测试_1463737873----16821329,no,no,0.0
231,185-249-每天一句话测试_1463737873----36863,no,no,0.0
232,185-249-每天一句话测试_1463737873----14076596,no,no,0.0
233,185-249-每天一句话测试_1463737873----17390213,no,no,0.01
234,185-249-每天一句话测试_1463737873----1309807,no,no,0.0
235,185-249-每天一句话测试_1463737873----15809487,no,no,0.0
236,185-249-每天一句话测试_1463737873----5957837,no,no,0.0
237,185-249-每天一句话测试_1463737873----13355325,no,no,0.02
238,185-249-每天一句话测试_1463737873----14241501,no,no,0.0
239,185-249-每天一句话测试_1463737873----13948377,no,no,0.0
240,185-249-每天一句话测试_1463737873----16865359,no,no,0.0
241,185-249-每天一句话测试_1463737873----17133681,no,no,0.01
242,185-249-每天一句话测试_1463737873----2118943,no,no,0.0
243,185-249-每天一句话测试_1463737873----1800186,no,no,0.0
244,185-249-每天一句话测试_1463737873----2308821,no,no,0.0
245,185-249-每天一句话测试_1463737873----14344034,no,no,0.0
246,185-249-每天一句话测试_1463737873----14917487,no,no,0.02
247,185-249-每天一句话测试_1463737873----9263486,no,no,0.0
248,185-249-每天一句话测试_1463737873----6088371,no,no,0.0
249,185-249-每天一句话测试_1463737873----14260250,no,no,0.0
250,185-249-每天一句话测试_1463737873----11029090,no,no,0.0
251,185-249-每天一句话测试_1463737873----16575311,no,no,0.0
252,185-249-每天一句话测试_1463737873----13913299,no,no,0.0
253,185-249-每天一句话测试_1463737873----2990531,no,no,0.0
254,185-249-每天一句话测试_1463737873----2102188,no,no,0.0
255,185-249-每天一句话测试_1463737873----630947,no,no,0.0
256,185-249-每天一句话测试_1463737873----3557697,no,no,0.01
257,185-249-每天一句话测试_1463737873----1169070,no,no,0.0
258,185-249-每天一句话测试_1463737873----16637641,no,no,0.0
259,185-249-每天一句话测试_1463737873----2194244,no,no,0.0
260,185-249-每天一句话测试_1463737873----16563362,no,no,0.0
261,185-249-每天一句话测试_1463737873----966885,no,no,0.0
262,185-249-每天一句话测试_1463737873----15138844,no,no,0.0
263,185-249-每天一句话测试_1463737873----5314574,no,no,0.0
264,185-249-每天一句话测试_1463737873----1747404,no,no,0.0
265,185-249-每天一句话测试_1463737873----1147284,no,no,0.0
266,185-249-每天一句话测试_1463737873----16626507,no,no,0.0
267,185-249-每天一句话测试_1463737873----13988859,no,no,0.0
268,185-249-每天一句话测试_1463737873----1746555,no,no,0.0
269,185-249-每天一句话测试_1463737873----14101226,no,no,0.0
270,185-249-每天一句话测试_1463737873----14449547,no,no,0.0
271,185-249-每天一句话测试_1463737873----4749092,no,no,0.0
272,185-249-每天一句话测试_1463737873----14225054,no,no,0.0
273,185-249-每天一句话测试_1463737873----15437387,no,no,0.0
274,185-249-每天一句话测试_1463737873----14249025,no,no,0.0
275,185-249-每天一句话测试_1463737873----2258835,no,no,0.0
276,185-249-每天一句话测试_1463737873----2246857,no,no,0.0
277,185-249-每天一句话测试_1463737873----11531242,no,no,0.0
278,185-249-每天一句话测试_1463737873----16575343,no,no,0.0
279,185-249-每天一句话测试_1463737873----15444902,no,no,0.0
280,185-249-每天一句话测试_1463737873----1369128,no,no,0.0
281,185-249-每天一句话测试_1463737873----835045,no,no,0.0
282,185-249-每天一句话测试_1463737873----14264660,no,no,0.0
283,185-249-每天一句话测试_1463737873----1210670,no,no,0.0
284,185-249-每天一句话测试_1463737873----14521897,no,no,0.0
285,185-249-每天一句话测试_1463737873----615384,no,no,0.0
286,185-249-每天一句话测试_1463737873----3150587,no,no,0.0
287,185-249-每天一句话测试_1463737873----1222653,no,no,0.0
288,185-249-每天一句话测试_1463737873----14388481,no,no,0.04
289,185-249-每天一句话测试_1463737873----15397285,no,no,0.0
290,185-249-每天一句话测试_1463737873----16636782,no,no,0.0
291,185-249-每天一句话测试_1463737873----2771714,no,no,0.0
292,185-249-每天一句话测试_1463737873----7756637,no,no,0.0
293,185-249-每天一句话测试_1463737873----1836120,no,no,0.0
294,185-249-每天一句话测试_1463737873----6205265,no,no,0.0
295,185-249-每天一句话测试_1463737873----1335369,no,no,0.0
296,185-249-每天一句话测试_1463737873----5066794,no,no,0.02
297,185-249-每天一句话测试_1463737873----1165965,no,no,0.0
298,185-249-每天一句话测试_1463737873----16599322,no,no,0.0
299,185-249-每天一句话测试_1463737873----7358634,no,no,0.0
300,185-249-每天一句话测试_1463737873----14138976,no,no,0.01
301,185-249-每天一句话测试_1463737873----13195718,no,no,0.0
302,185-249-每天一句话测试_1463737873----14482110,no,no,0.0
303,185-249-每天一句话测试_1463737873----13617737,no,no,0.0
304,185-249-每天一句话测试_1463737873----13168134,no,no,0.0
305,185-249-每天一句话测试_1463737873----1870048,no,no,0.0
306,185-249-每天一句话测试_1463737873----2199910,no,no,0.0
307,185-249-每天一句话测试_1463737873----1119624,no,no,0.0
308,185-249-每天一句话测试_1463737873----2787376,no,no,0.0
309,185-249-每天一句话测试_1463737873----2894675,no,no,0.0
310,185-249-每天一句话测试_1463737873----14086364,no,no,0.0
311,185-249-每天一句话测试_1463737873----17294474,no,no,0.05
312,185-249-每天一句话测试_1463737873----213915,no,no,0.0
313,185-249-每天一句话测试_1463737873----12404124,no,no,0.0
314,185-249-每天一句话测试_1463737873----16929986,no,no,0.0
315,185-249-每天一句话测试_1463737873----1701667,no,no,0.0
316,185-249-每天一句话测试_1463737873----6378030,no,no,0.0
317,185-249-每天一句话测试_1463737873----3681197,no,no,0.0
318,185-249-每天一句话测试_1463737873----13803634,no,no,0.0
319,185-249-每天一句话测试_1463737873----1129881,no,no,0.0
320,185-249-每天一句话测试_1463737873----4663529,no,no,0.0
321,185-249-每天一句话测试_1463737873----1048739,no,no,0.0
322,185-249-每天一句话测试_1463737873----16563371,no,no,0.0
323,185-249-每天一句话测试_1463737873----5464655,no,no,0.0
324,185-249-每天一句话测试_1463737873----16506283,no,no,0.0
325,185-249-每天一句话测试_1463737873----14099778,no,no,0.0
326,185-249-每天一句话测试_1463737873----16681322,no,no,0.0
327,185-249-每天一句话测试_1463737873----1299108,no,no,0.0
328,185-249-每天一句话测试_1463737873----1644934,no,no,0.0
329,185-249-每天一句话测试_1463737873----2986008,no,no,0.02
330,185-249-每天一句话测试_1463737873----16742885,no,no,0.01
331,185-249-每天一句话测试_1463737873----1659182,no,no,0.0
332,185-249-每天一句话测试_1463737873----786838,no,no,0.0
333,185-249-每天一句话测试_1463737873----5417814,no,no,0.0
334,185-249-每天一句话测试_1463737873----4578046,no,no,0.0
335,185-249-每天一句话测试_1463737873----1456813,no,no,0.0
336,185-249-每天一句话测试_1463737873----14111879,no,no,0.0
337,185-249-每天一句话测试_1463737873----5037871,no,no,0.0
338,185-249-每天一句话测试_1463737873----11002359,no,no,0.0
339,185-249-每天一句话测试_1463737873----2785096,no,no,0.0
340,185-249-每天一句话测试_1463737873----14188380,no,no,0.0
341,185-249-每天一句话测试_1463737873----16620050,no,no,0.0
342,185-249-每天一句话测试_1463737873----2873716,no,no,0.0
343,185-249-每天一句话测试_1463737873----12189276,no,no,0.0
344,185-249-每天一句话测试_1463737873----15366441,no,no,0.0
345,185-249-每天一句话测试_1463737873----14004140,no,no,0.0
346,185-249-每天一句话测试_1463737873----1301148,no,no,0.0
347,185-249-每天一句话测试_1463737873----2778424,no,no,0.0
348,185-249-每天一句话测试_1463737873----5481153,no,no,0.0
349,185-249-每天一句话测试_1463737873----4843253,no,no,0.0
350,185-249-每天一句话测试_1463737873----14030898,no,no,0.0
351,185-249-每天一句话测试_1463737873----23059,no,no,0.0
352,185-249-每天一句话测试_1463737873----1725266,no,no,0.0
353,185-249-每天一句话测试_1463737873----2261255,no,no,0.0
354,185-249-每天一句话测试_1463737873----14981682,no,no,0.0
355,185-249-每天一句话测试_1463737873----14019633,no,no,0.0
356,185-249-每天一句话测试_1463737873----2013944,no,no,0.03
357,185-249-每天一句话测试_1463737873----5448562,no,no,0.0
358,185-249-每天一句话测试_1463737873----15456151,no,no,0.0
359,185-249-每天一句话测试_1463737873----5024550,no,no,0.0
360,185-249-每天一句话测试_1463737873----16613757,no,no,0.01
361,185-249-每天一句话测试_1463737873----2093509,no,no,0.0
362,185-249-每天一句话测试_1463737873----14106,no,no,0.0
363,185-249-每天一句话测试_1463737873----14349228,no,no,0.0
364,185-249-每天一句话测试_1463737873----14519049,no,no,0.0
365,185-249-每天一句话测试_1463737873----16622247,no,no,0.0
366,185-249-每天一句话测试_1463737873----9100588,no,no,0.0
367,185-249-每天一句话测试_1463737873----787700,no,no,0.0
368,185-249-每天一句话测试_1463737873----1740866,no,no,0.0
369,185-249-每天一句话测试_1463737873----1816001,no,no,0.02
370,185-249-每天一句话测试_1463737873----16568632,no,no,0.0
371,185-249-每天一句话测试_1463737873----2913156,no,no,0.0
372,185-249-每天一句话测试_1463737873----15378410,no,no,0.0
373,185-249-每天一句话测试_1463737873----2846546,no,no,0.02
374,185-249-每天一句话测试_1463737873----14165281,no,no,0.0
375,185-249-每天一句话测试_1463737873----1191741,no,no,0.0
376,185-249-每天一句话测试_1463737873----9113424,no,no,0.0
377,185-249-每天一句话测试_1463737873----211775,no,no,0.0
378,185-249-每天一句话测试_1463737873----992701,no,no,0.0
379,185-249-每天一句话测试_1463737873----864321,no,no,0.0
380,185-249-每天一句话测试_1463737873----1863275,no,no,0.0
381,185-249-每天一句话测试_1463737873----295817,no,no,0.02
382,185-249-每天一句话测试_1463737873----16012171,no,no,0.01
383,185-249-每天一句话测试_1463737873----1668003,no,no,0.0
384,185-249-每天一句话测试_1463737873----770460,no,no,0.0
385,185-249-每天一句话测试_1463737873----14166136,no,no,0.0
386,185-249-每天一句话测试_1463737873----13251157,no,no,0.0
387,185-249-每天一句话测试_1463737873----10113455,no,no,0.0
388,185-249-每天一句话测试_1463737873----1679133,no,no,0.02
389,185-249-每天一句话测试_1463737873----2871545,no,no,0.0
390,185-249-每天一句话测试_1463737873----7089058,no,no,0.0
391,185-249-每天一句话测试_1463737873----5539129,no,no,0.0
392,185-249-每天一句话测试_1463737873----16852574,no,no,0.0
393,185-249-每天一句话测试_1463737873----504060,no,no,0.0
394,185-249-每天一句话测试_1463737873----14098373,no,no,0.0
395,185-249-每天一句话测试_1463737873----14248205,no,no,0.0
396,185-249-每天一句话测试_1463737873----14322185,no,no,0.0
397,185-249-每天一句话测试_1463737873----16726352,no,no,0.03
398,185-249-每天一句话测试_1463737873----16750867,no,no,0.0
399,185-249-每天一句话测试_1463737873----16623512,no,no,0.02
400,185-249-每天一句话测试_1463737873----1574176,no,no,0.0
401,185-249-每天一句话测试_1463737873----15374034,no,no,0.07
402,185-249-每天一句话测试_1463737873----2801224,no,no,0.0
403,185-249-每天一句话测试_1463737873----14533370,no,no,0.0
404,185-249-每天一句话测试_1463737873----6231169,no,no,0.0
405,185-249-每天一句话测试_1463737873----16635975,no,no,0.0
406,185-249-每天一句话测试_1463737873----10273433,no,no,0.03
407,185-249-每天一句话测试_1463737873----1800951,no,no,0.0
408,185-249-每天一句话测试_1463737873----2271095,no,no,0.0
409,185-249-每天一句话测试_1463737873----13911963,no,no,0.0
410,185-249-每天一句话测试_1463737873----14209480,no,no,0.0
411,185-249-每天一句话测试_1463737873----16703242,no,no,0.0
412,185-249-每天一句话测试_1463737873----807786,no,no,0.0
413,185-249-每天一句话测试_1463737873----1491743,no,no,0.06
414,185-249-每天一句话测试_1463737873----2872823,no,no,0.0
415,185-249-每天一句话测试_1463737873----772622,no,no,0.0
416,185-249-每天一句话测试_1463737873----14799708,no,no,0.0
417,185-249-每天一句话测试_1463737873----1324696,no,no,0.0
418,185-249-每天一句话测试_1463737873----14738309,no,no,0.0
419,185-249-每天一句话测试_1463737873----36310,no,no,0.0
420,185-249-每天一句话测试_1463737873----1246245,no,no,0.0
421,185-249-每天一句话测试_1463737873----14351976,no,no,0.0
422,185-249-每天一句话测试_1463737873----1011090,no,no,0.0
423,185-249-每天一句话测试_1463737873----14226428,no,no,0.0
424,185-249-每天一句话测试_1463737873----14063792,no,no,0.0
425,185-249-每天一句话测试_1463737873----1139147,no,no,0.0
426,185-249-每天一句话测试_1463737873----784232,no,no,0.0
427,185-249-每天一句话测试_1463737873----16577597,no,no,0.0
428,185-249-每天一句话测试_1463737873----14349669,no,no,0.0
429,185-249-每天一句话测试_1463737873----3396402,no,no,0.0
430,185-249-每天一句话测试_1463737873----10431255,no,no,0.0
431,185-249-每天一句话测试_1463737873----17380917,no,no,0.0
432,185-249-每天一句话测试_1463737873----14238887,no,no,0.0
433,185-249-每天一句话测试_1463737873----14250996,no,no,0.0
434,185-249-每天一句话测试_1463737873----8689133,no,no,0.0
435,185-249-每天一句话测试_1463737873----12444978,no,no,0.02
436,185-249-每天一句话测试_1463737873----11597463,no,no,0.0
437,185-249-每天一句话测试_1463737873----3693699,no,no,0.0
438,185-249-每天一句话测试_1463737873----14133689,no,no,0.03
439,185-249-每天一句话测试_1463737873----2922908,no,no,0.0
440,185-249-每天一句话测试_1463737873----16623534,no,no,0.0
441,185-249-每天一句话测试_1463737873----16682706,no,no,0.0
442,185-249-每天一句话测试_1463737873----5898506,no,no,0.0
443,185-249-每天一句话测试_1463737873----14455849,no,no,0.0
444,185-249-每天一句话测试_1463737873----2930535,no,no,0.0
445,185-249-每天一句话测试_1463737873----16635511,no,no,0.03
446,185-249-每天一句话测试_1463737873----16296721,no,no,0.0
447,185-249-每天一句话测试_1463737873----17352449,no,no,0.0
